X,Y
0.986964000,22.83379000
0.282674000,19.85480700
0.038390000,19.52253900
0.193107000,20.46878400
0.820605000,21.85726500
0.259341000,20.48997500
0.503360000,18.87668400
0.737838000,21.57009300
0.242921000,20.03518500
0.909448000,21.43650400
0.120539000,21.42476800
0.597805000,20.95180100
0.940866000,22.16572800
0.438540000,21.28928400
0.719981000,21.71521900
0.649699000,22.90328600
0.001586000,19.80774100
0.902307000,22.64266200
0.982267000,20.77591300
0.474301000,23.63169300
0.124901000,19.13255100
0.268520000,19.40892000
0.330586000,21.80826000
0.131795000,21.57853500
0.921584000,20.57967200
0.745211000,20.98775900
0.412495000,20.50735500
0.929613000,21.57276000
0.507845000,20.84437600
0.490341000,21.40963600
0.913992000,22.13388100
0.014877000,21.20981600
0.738438000,20.85467300
0.713597000,21.21234700
0.600160000,21.26655200
0.745505000,21.81696300
0.691600000,19.82888400
0.153674000,20.84288200
0.685164000,20.40379500
0.369746000,20.94626800
0.927366000,21.39351500
0.833738000,21.21599400
0.336019000,20.74711800
0.522972000,20.95453100
0.881891000,23.80428100
0.526827000,22.32823600
0.746885000,20.97325900
0.980487000,22.58617800
0.295001000,20.83631700
0.408642000,19.66350700
0.127669000,19.99138100
0.447956000,21.65929000
0.373680000,21.24945100
0.698644000,20.95358800
0.646419000,20.99512100
0.548572000,22.28776400
0.433109000,20.46294600
0.135749000,21.51824400
0.050372000,20.77561200
0.800181000,21.51788900
0.628821000,20.91972900
0.211974000,20.02512400
0.840440000,20.83378600
0.097332000,21.99646200
0.364394000,19.13717500
0.748769000,22.26605000
0.610185000,21.06440700
0.373164000,20.40001900
0.594999000,20.15969800
0.573352000,20.57998300
0.960251000,20.91031600
0.682624000,20.89577100
0.139121000,21.30488200
0.957282000,19.56509400
0.271711000,19.82341400
0.309886000,22.11763800
0.514542000,21.90237200
0.583241000,20.47863200
0.809566000,19.87088800
0.840474000,21.73127600
0.118055000,22.26401300
0.792775000,20.73032800
0.022845000,21.51651000
0.929666000,20.20625500
0.132986000,20.97550400
0.219996000,19.66258200
0.433846000,22.41575600
0.184771000,20.97405600
0.026850000,20.11980600
0.605291000,21.05405200
0.618752000,21.93095800
0.490909000,19.81984900
0.325898000,19.71072200
0.858557000,20.70251800
0.173237000,19.40285300
0.785600000,21.77032300
0.702467000,20.42751100
0.431369000,21.81611600
0.827853000,21.76648900
0.444083000,21.64420300
0.885437000,22.56601100
0.998463000,22.81523100
0.734423000,21.29290800
0.198741000,19.75077200
0.217015000,20.62717600
0.825507000,21.03785100
0.487210000,21.88892700
0.238995000,20.19653300
0.526349000,20.58488300
0.469586000,20.25035700
0.821664000,22.89851200
0.990377000,20.69917900
0.292337000,19.91134600
0.426751000,20.49574900
0.903513000,23.06175000
0.252651000,20.07136700
0.509544000,21.02910000
0.099926000,19.91670800
0.952569000,20.67354400
0.663652000,21.63546400
0.168509000,20.63336900
0.817993000,22.58743500
0.043934000,20.39596400
0.071835000,19.66567400
0.690740000,22.35512400
0.847599000,22.04323000
0.803323000,21.29387900
0.482447000,21.55394600
0.160157000,21.56718600
0.125754000,20.59045800
0.878512000,22.44618200
0.262461000,20.25781600
0.606244000,21.18309200
0.031464000,18.93071000
0.005324000,19.23694400
0.320862000,21.12827900
0.094395000,18.88287500
0.443247000,20.33469600
0.693743000,21.67650000
0.571648000,20.90158700
0.140092000,18.87105900
0.685610000,21.15151800
0.489191000,21.02882000
0.128518000,19.97955300
0.738096000,23.11692200
0.792324000,22.31734100
0.292545000,19.43764300
0.500346000,21.29127700
0.915355000,21.55368800
0.433611000,21.06286800
0.709114000,21.82485200
0.877882000,22.31496400
0.041376000,20.15540100
0.737368000,21.42976800
0.628266000,20.03185700
0.017068000,21.00586500
0.988247000,20.97092600
0.417924000,21.08420400
0.920526000,20.27172500
0.712458000,21.00182200
0.321073000,21.63956500
0.893281000,23.76072300
0.762538000,21.81839800
0.385916000,20.96774900
0.076924000,21.85700000
0.795598000,22.13752200
0.115626000,18.80594100
0.754493000,21.77985400
0.843864000,23.66871300
0.336815000,20.08837100
0.140070000,19.63640800
0.295394000,21.30860500
0.311916000,19.09895700
0.101528000,19.25307700
0.432664000,20.49820100
0.945866000,21.70072200
0.330262000,21.22608900
0.467300000,22.48914100
0.966424000,21.37386500
0.800102000,22.71879800
0.390284000,19.90128500
0.199730000,17.67152200
0.555835000,20.85512400
0.989783000,22.29368400
0.087471000,20.18987800
0.488578000,21.55905200
0.435313000,20.56099900
0.306909000,20.38369900
0.225289000,21.15864400
0.300575000,19.91191900
0.395416000,21.81613000
0.775997000,21.03353700
0.948399000,21.51586900
0.639656000,20.38035000
0.515468000,22.91673300
0.139381000,20.02794300
0.140484000,17.81023200
0.511950000,20.26214200
0.878228000,21.07080800
0.490586000,21.72707400
0.188977000,20.19741200
0.789258000,22.05058700
0.377635000,20.40919100
0.717246000,21.67301600
0.425528000,18.72516400
0.641334000,21.09467100
0.193542000,19.26690500
0.399867000,21.61088900
0.016689000,19.87480900
0.172386000,20.81021300
0.475560000,22.13829200
0.670849000,21.45551700
0.562800000,22.33330200
0.192609000,20.55978400
0.698785000,20.97785600
0.179667000,19.80859900
0.469290000,20.83015600
0.271848000,20.55262900
0.276577000,20.40362700
0.889044000,21.16071100
0.785181000,22.77751900
0.855189000,20.90517200
0.953371000,23.00596200
0.999592000,21.75517300
0.905654000,22.87956200
0.900585000,22.99859800
0.901148000,22.58494600
0.482834000,20.26573000
0.958386000,23.66468200
0.651408000,22.04872700
0.788549000,20.25749800
0.056439000,20.76668900
0.421860000,19.47312500
0.939766000,22.50852800
0.128481000,19.86261900
0.974884000,20.62894600
0.683067000,22.40778500
0.283993000,20.25599700
0.699625000,22.57798400
0.131638000,19.68326600
0.015354000,19.94346600
0.101157000,19.91659500
0.938079000,22.16878700
0.152390000,20.64623800
0.977949000,21.13173500
0.620620000,19.93605000
0.641401000,21.79781700
0.118655000,19.69711900
0.448970000,19.46871600
0.563081000,22.06295200
0.604094000,21.12698700
0.485194000,19.78868900
0.638243000,21.49474900
0.089434000,19.60688000
0.047612000,19.99704000
0.145340000,18.48966200
0.444744000,20.58053400
0.268518000,19.58576000
0.277346000,20.04869300
0.720825000,21.76037000
0.155185000,20.95559500
0.448745000,22.41387900
0.369771000,23.06422200
0.011313000,20.21401400
0.137680000,20.16710900
0.064167000,18.65710300
0.927579000,22.20536600
0.085929000,20.94687300
0.528993000,22.63720700
0.982908000,22.05781600
0.304411000,19.99285300
0.431745000,21.45507800
0.760354000,21.04061300
0.720953000,21.50585600
0.944145000,21.38784000
0.046389000,19.34593600
0.599522000,21.43570500
0.530354000,20.11298600
0.452412000,19.92226000
0.023070000,20.08548400
0.659741000,21.25347700
0.403952000,20.29539900
0.168321000,20.86317300
0.758917000,21.62546500
0.836060000,19.07434500
0.217221000,20.99827600
0.091452000,20.74898000
0.012378000,20.87163700
0.824713000,21.35279100
0.803378000,21.53310600
0.498624000,22.62331000
0.699756000,23.11712100
0.854478000,21.08114400
0.533192000,21.01162700
0.438893000,21.99325800
0.420916000,19.75473000
0.846136000,22.03517300
0.754889000,21.38063000
0.665293000,20.92752100
0.514995000,20.12172300
0.064617000,19.85863300
0.910773000,20.89326700
0.712852000,19.47832700
0.571582000,21.84272800
0.822464000,21.62070100
0.907140000,22.12981000
0.478132000,19.83508500
0.239859000,20.71371100
0.333270000,18.97349400
0.954142000,22.19815100
0.920023000,22.52588100
0.740945000,19.51973000
0.263596000,20.93582300
0.044920000,18.68667600
0.517149000,21.98867400
0.030718000,20.64325500
0.256084000,21.43093300
0.584888000,20.51718500
0.134221000,21.15776100
0.401160000,21.01899700
0.136713000,20.11605100
0.257799000,20.76797100
0.279350000,21.86874400
0.273817000,20.35974900
0.959687000,23.22349000
0.273216000,20.75464600
0.816274000,21.12963300
0.797651000,20.72903300
0.010187000,19.53991700
0.147113000,18.92457000
0.367709000,20.16564400
0.647845000,21.41676500
0.854864000,21.43598400
0.574212000,21.56148500
0.444415000,22.81994400
0.352433000,20.97960300
0.618823000,20.62451000
0.839301000,21.66942600
0.881566000,20.81374700
0.331621000,21.41769600
0.673627000,22.73696100
0.631951000,20.98251700
0.486847000,20.67026100
0.714177000,21.58523400
0.212554000,21.67617200
0.503434000,21.16313600
0.617411000,22.12459000
0.178539000,19.24126100
0.452817000,21.57816300
0.066435000,20.79103500
0.585483000,21.98984300
0.142694000,19.70590400
0.607352000,20.97204600
0.922099000,21.27433400
0.829708000,22.62101000
0.300825000,19.14689400
0.722731000,21.77958300
0.190281000,19.25204700
0.385912000,21.51291300
0.642940000,21.39680700
0.474355000,22.03291100
0.178688000,18.94672400
0.655271000,21.01852000
0.053849000,20.27022000
0.678217000,22.33537900
0.229241000,21.18948900
0.269092000,23.02993400
0.122662000,20.69251600
0.481284000,19.80212000
0.991407000,21.84522400
0.398026000,20.47500400
0.608706000,20.64279400
0.614423000,20.88386000
0.686060000,22.77654600
0.497799000,22.23048400
0.668357000,20.80373600
0.431087000,20.68191700
0.625536000,20.22069500
0.809927000,22.19145600
0.578467000,22.66360300
0.162415000,21.31727000
0.894721000,21.47503300
0.840734000,23.79019400
0.995680000,22.93643600
0.825979000,22.55891200
0.656880000,21.87943500
0.785346000,20.77988200
0.367804000,20.27662800
0.899674000,23.78753100
0.056470000,19.75036200
0.051542000,20.89179200
0.857490000,23.12744900
0.441788000,20.12526300
0.746473000,22.60522500
0.792346000,23.06267500
0.934396000,20.80022200
0.218909000,21.13426200
0.331972000,20.11898000
0.850049000,21.43750800
0.617404000,21.36835500
0.924033000,24.02627600
0.928237000,21.87747000
0.445509000,22.17255200
0.393791000,19.82523000
0.831421000,22.57249800
0.956176000,21.99321000
0.969919000,23.89771700
0.518892000,20.27647000
0.805728000,21.61664800
0.548770000,22.81397800
0.473515000,20.42421000
0.120285000,20.91034500
0.794205000,20.60525900
0.210242000,21.05911100
0.477600000,21.35622000
0.866165000,21.79648000
0.525054000,21.09207200
0.343601000,19.75312400
0.721821000,20.70840800
0.453582000,21.41786600
0.872284000,21.17987600
0.960129000,22.20217100
0.016930000,19.29009600
0.023948000,17.40099300
0.731179000,21.52129200
0.163057000,21.81686200
0.701641000,20.23787900
0.424326000,21.45067800
0.691194000,23.45816800
0.382722000,20.57369800
0.537945000,21.11098100
0.870831000,22.12327000
0.061655000,20.20363000
0.657346000,20.56288900
0.525404000,19.69553900
0.233439000,19.51540400
0.188482000,20.71721600
0.169772000,21.19825600
0.293432000,21.36055800
0.475872000,20.74834600
0.805485000,21.31382800
0.837869000,23.53881300
0.569292000,20.86160100
0.045853000,19.15519500
0.556946000,20.04911600
0.472058000,20.11612100
0.522697000,20.98953200
0.121173000,20.83372500
0.338179000,20.68825700
0.589326000,20.15747600
0.340164000,21.30414800
0.547631000,21.41661300
0.963884000,22.79431200
0.268807000,22.03083000
0.972018000,22.17178000
0.851495000,20.97571800
0.892265000,20.34800700
0.422971000,22.14930000
0.639905000,19.03871700
0.391752000,20.00396300
0.177282000,19.55499600
0.781812000,22.83034300
0.236734000,20.77741100
0.439137000,18.77322200
0.380635000,21.25576800
0.910461000,20.84964900
0.485517000,19.83757600
0.089605000,20.18209600
0.815862000,20.86674500
0.825533000,23.09314500
0.947801000,21.47154800
0.629523000,21.16665600
0.108049000,21.20038200
0.572074000,22.37163200
0.863479000,21.62912200
0.129901000,20.53579300
0.913782000,20.10777500
0.268576000,20.93653300
0.364040000,21.24441700
0.381143000,21.08727300
0.519878000,21.02974300
0.550045000,22.37009800
0.536098000,20.31216800
0.408957000,21.03278200
0.315096000,20.39708700
0.353522000,18.84686500
0.842675000,21.07595400
0.736612000,20.77856100
0.825705000,20.79997300
0.355484000,21.85714500
0.459688000,19.75386000
0.299953000,19.43425200
0.513859000,21.51293000
0.554250000,21.02436400
0.297988000,19.80047800
0.142900000,19.24997300
0.825694000,20.14519700
0.494556000,21.59774000
0.002075000,20.43023900
0.528858000,22.76567600
0.135828000,20.32435200
0.021304000,21.02916900
0.698287000,22.43234100
0.122664000,18.99313400
0.432744000,21.99757200
0.209194000,21.43294700
0.285249000,21.10283700
0.375051000,20.01299700
0.310585000,20.42664300
0.788052000,22.80415900
0.093763000,20.97958600
0.037958000,20.91017200
0.276644000,20.07011000
0.299920000,20.26453000
0.955576000,22.73677300
0.884301000,20.53066600
0.458674000,21.59943000
0.552762000,21.26617800
0.108402000,21.35547400
0.438718000,22.42649100
0.093809000,18.54843500
0.684396000,22.55121000
0.872817000,20.15957100
0.528765000,20.91554100
0.726036000,20.00238000
0.250203000,19.07187500
0.127524000,19.49013100
0.870763000,20.68316500
0.407572000,20.15656900
0.099163000,18.82258400
0.522550000,19.27028700
0.249513000,21.76386300
0.632901000,20.70603400
0.763013000,20.50421900
0.406239000,18.83266100
0.035421000,20.14336000
0.147712000,20.25655900
0.654606000,21.65438100
0.595291000,20.39670000
0.903539000,20.38376000
0.396597000,21.38559300
0.804651000,23.43543100
0.455998000,20.13995000
0.174684000,20.54439000
0.561831000,21.79350900
0.382542000,21.30273400
0.637728000,19.67356700
0.829833000,20.71810900
0.716276000,21.14655300
0.686332000,19.61762400
0.517454000,20.58627700
0.139769000,21.41948500
0.225420000,21.33413100
0.966202000,22.72773000
0.000840000,19.25042500
0.059881000,18.46545200
0.077805000,19.49140200
0.508443000,22.46806300
0.079918000,19.40429700
0.140744000,21.08843600
0.033362000,19.80127700
0.617101000,22.86723700
0.406333000,18.32757200
0.280964000,20.39555700
0.030811000,19.84936100
0.476789000,18.25462000
0.332915000,19.23034700
0.527412000,20.12529400
0.584477000,19.95166200
0.346421000,20.44709200
0.094808000,20.87395300
0.923368000,22.95535500
0.970354000,21.31118400
0.916760000,23.34045200
0.819167000,22.03238100
0.493699000,21.05189700
0.658502000,22.55136300
0.033938000,20.83275600
0.476712000,20.91828000
0.421836000,22.40151600
0.772036000,21.28972400
0.890114000,22.31478900
0.776974000,19.49285500
0.318769000,21.50804500
0.906229000,20.01208900
0.713755000,21.56602100
0.049214000,18.07880000
0.071561000,20.49552900
0.476316000,20.56026800
0.969484000,22.08907700
0.796797000,19.96798700
0.380090000,19.74262800
0.437479000,20.79740700
0.930149000,20.92686100
0.115698000,18.80243700
0.576705000,20.67223400
0.018879000,19.71970400
0.397580000,21.31863200
0.055098000,21.32012200
0.223798000,18.89666600
0.637297000,21.42310100
0.632172000,21.68863500
0.399959000,21.23848900
0.979260000,21.95439900
0.988421000,23.20440500
0.755268000,21.63748600
0.338815000,21.56107900
0.894774000,21.65443000
0.219308000,21.04753700
0.863164000,20.07989900
0.224327000,20.09308400
0.624901000,21.40410400
0.105998000,19.48644800
0.554403000,21.74075100
0.495402000,21.68099200
0.748235000,22.39531700
0.939171000,20.92787400
0.378995000,22.39528300
0.463804000,20.14644200
0.417901000,20.70870800
0.421329000,23.15968100
0.885105000,22.00267600
0.184505000,19.03612500
0.411397000,20.41285500
0.332417000,20.33413100
0.497075000,20.92777800
0.043249000,21.14437500
0.820862000,22.97654200
0.681772000,21.04917300
0.441649000,21.61513100
0.694370000,21.32131600
0.309568000,20.43920500
0.118661000,19.20565600
0.904398000,21.61151900
0.950984000,21.42805100
0.697241000,20.55279000
0.031889000,21.82962800
0.597721000,21.57226200
0.904423000,22.22728900
0.160601000,18.90892400
0.620197000,21.36617900
0.117656000,19.98599800
0.640678000,20.43087400
0.385594000,21.97439000
0.448062000,21.85863100
0.003473000,19.72038700
0.121083000,21.14628400
0.236977000,19.07899100
0.259736000,21.00189400
0.329221000,22.44528600
0.779565000,23.15289100
0.874839000,20.73142100
0.780451000,21.62707500
0.451892000,19.22135000
0.799210000,22.32823600
0.971507000,23.98031200
0.050049000,20.25255800
0.437348000,18.27652700
0.966395000,23.41917400
0.752074000,22.97134800
0.765073000,21.33926600
0.273870000,20.34667600
0.283896000,20.72921600
0.830142000,21.24763300
0.800639000,21.32237600
0.952025000,21.54833800
0.330122000,20.93589200
0.996289000,24.46654900
0.965978000,22.26229500
0.251350000,20.63825400
0.472943000,20.42498200
0.651767000,20.17657700
0.164337000,19.24484100
0.031833000,21.69413000
0.189525000,21.02931400
0.248128000,20.59040600
0.194394000,20.53281600
0.775652000,20.60367600
0.960579000,23.24973100
0.747478000,23.19763600
0.540473000,20.87265600
0.290457000,19.07575800
0.807790000,21.97212800
0.899911000,21.30756200
0.970843000,23.52891200
0.228551000,19.07444000
0.865269000,21.85531800
0.416984000,21.22230500
0.160236000,20.23306300
0.673150000,21.39121100
0.876631000,23.67259200
0.262973000,20.98812700
0.868322000,21.06572500
0.611093000,19.94784000
0.009341000,20.21112300
0.889036000,22.12702800
0.037935000,20.17985700
0.438446000,19.93236700
0.620170000,21.77165800
0.420801000,20.61927000
0.073818000,20.94516200
0.597218000,21.54014000
0.554145000,20.38303600
0.976653000,20.35111800
0.372911000,21.86409800
0.030731000,20.48399400
0.343300000,20.87588300
0.536387000,22.78790900
0.217601000,20.90995400
0.028743000,18.63297500
0.505175000,21.45028900
0.562081000,21.27259600
0.857553000,20.24410100
0.882804000,21.58919100
0.604654000,20.94522900
0.093857000,17.79721100
0.319882000,20.30859000
0.034968000,20.45335600
0.809569000,21.46350700
0.561388000,18.85997200
0.108891000,20.70246700
0.110078000,19.08930200
0.388019000,19.35882400
0.007593000,18.48676500
0.645896000,21.28793100
0.766447000,21.30826600
0.418358000,21.11573600
0.937167000,21.09360700
0.584418000,21.24237600
0.504735000,20.13941000
0.974502000,19.84767700
0.570843000,22.70349300
0.881700000,21.62992900
0.212483000,21.87465100
0.656897000,19.91601400
0.881901000,20.64308700
0.403846000,20.83430700
0.761700000,22.74247200
0.973994000,21.16555400
0.871978000,21.91737700
0.991692000,21.45437400
0.153137000,18.17543200
0.622526000,21.10503800
0.731038000,19.69650300
0.750690000,21.38659700
0.949185000,23.79166600
0.273034000,19.34621400
0.692145000,22.05995000
0.141337000,19.84953500
0.382761000,21.10832400
0.725639000,21.33079900
0.804126000,23.44535400
0.674057000,20.51016200
0.767593000,21.07462700
0.830041000,21.77754000
0.611560000,22.41304200
0.095294000,20.12255900
0.052043000,21.06860000
0.964911000,23.46308100
0.522694000,21.61883000
0.700697000,20.36862900
0.332475000,19.47459800
0.934951000,22.77456900
0.063209000,19.98393100
0.728860000,21.62599000
0.846364000,23.41016800
0.668249000,20.96645400
0.185492000,20.77644200
0.972831000,21.02683100
0.716258000,22.07293900
0.464342000,21.31253400
0.657400000,19.40126200
0.702084000,20.26434900
0.230407000,21.35441200
0.231743000,20.74401100
0.145931000,19.86309600
0.598906000,22.28548400
0.485664000,19.45639000
0.990429000,23.54006400
0.172822000,20.19751000
0.329335000,22.75831800
0.529284000,23.32171200
0.188348000,19.89641200
0.773799000,22.11314400
0.447616000,18.90176200
0.556875000,20.19713000
0.484378000,21.76108700
0.917747000,21.52201800
0.071911000,19.44378500
0.795091000,23.32204200
0.308279000,22.68468300
0.913628000,21.93888900
0.940098000,22.59999500
0.815683000,21.06578400
0.571981000,19.70964200
0.294040000,21.40268700
0.252057000,21.43381100
0.825517000,22.21953200
0.632629000,21.09838900
0.258587000,19.27244000
0.809215000,22.22463800
0.268919000,18.25840200
0.227642000,20.28219600
0.939875000,21.15559800
0.389549000,20.70797700
0.942013000,23.17205400
0.845750000,22.63778100
0.084644000,20.39769400
0.738457000,21.16945600
0.961396000,22.27754400
0.416257000,21.84512700
0.933377000,20.02758400
0.800709000,22.90701900
0.296896000,21.38240600
0.532083000,21.44603700
0.526211000,19.97716300
0.795663000,20.87021800
0.719028000,22.60900500
0.285036000,20.47806200
0.993616000,21.92198900
0.255070000,21.39360600
0.885857000,22.67912100
0.715076000,20.23363700
0.848665000,22.16380900
0.911162000,21.29747000
0.116703000,19.57707000
0.454301000,21.44780500
0.136100000,22.32167600
0.764603000,22.04783200
0.560827000,20.27625800
0.721949000,21.47264500
0.357981000,19.14211800
0.688360000,21.84943000
0.052124000,20.57612800
0.192104000,19.79766800
0.363834000,19.86729200
0.558006000,21.45532400
0.204406000,20.44594800
0.646573000,18.81104700
0.001138000,20.59077800
0.103102000,21.77836600
0.728583000,19.43354800
0.235370000,19.27999900
0.512291000,22.17275200
0.699228000,20.91275400
0.225443000,21.17177800
0.908507000,21.47385600
0.598197000,20.34778800
0.316698000,20.02950100
0.787846000,22.18981900
0.151089000,21.52578500
0.311325000,21.40490900
0.886128000,19.92186700
0.800461000,22.00426300
0.060776000,19.80223700
0.814712000,20.82483500
0.414981000,22.90841700
0.039842000,22.94075200
0.975792000,20.46997500
0.806209000,21.96087300
0.295289000,19.46078900
0.896513000,21.68590000
0.174569000,21.25838700
0.619793000,19.26150700
0.350037000,19.00156800
0.022612000,18.92825500
0.456446000,21.98459800
0.670246000,21.84751500
0.489233000,20.28913300
0.379763000,21.39177500
0.442079000,19.44879700
0.500100000,22.20178200
0.271711000,20.26462200
0.535560000,20.03806100
0.023634000,20.96986800
0.827791000,21.44911200
0.996046000,20.84002900
0.700116000,22.21951300
0.811660000,19.18541100
0.641406000,20.25460800
0.423498000,21.13527500
0.233245000,20.47093000
0.627180000,22.22945400
0.734268000,20.92910800
0.577554000,21.16981300
0.752405000,22.27531600
0.265876000,18.72934200
0.922155000,23.05185700
0.572664000,19.51640700
0.326221000,21.59505300
0.406179000,20.79395100
0.574073000,21.27280400
0.644163000,19.82726900
0.472788000,21.25078600
0.219206000,20.41548000
0.627305000,22.40526200
0.858041000,21.81030100
0.845066000,22.28129200
0.905936000,21.29638700
0.019302000,21.04072000
0.176751000,21.09557200
0.054679000,21.68156400
0.798102000,21.58921400
0.757234000,20.50373500
0.659275000,22.51870300
0.419315000,20.07143000
0.337672000,21.41746700
0.899378000,20.82152200
0.749001000,22.43018300
0.896690000,21.16865300
0.394146000,21.10112200
0.358750000,20.79706400
0.799125000,20.48818000
0.382622000,19.92635200
0.787581000,23.50884400
0.366567000,22.05881300
0.585246000,21.38070900
0.440282000,19.97440500
0.676848000,20.39453900
0.120516000,19.36165000
0.430490000,20.30433800
0.366540000,20.82596600
0.691620000,20.86066800
0.697537000,21.72848100
0.089927000,19.40987600
0.349212000,20.75164400
0.563553000,21.37978200
0.480952000,21.36110500
0.286136000,21.27770400
0.014428000,19.89283600
0.825119000,22.57712000
0.707758000,21.14148500
0.982783000,21.83543800
0.939163000,22.96204900
0.126798000,18.79867200
0.507944000,21.99422600
0.772057000,19.81935500
0.976081000,21.91210900
0.265663000,19.13892400
0.762335000,21.38301800
0.184891000,22.44948400
0.641720000,21.51112000
0.328296000,20.52262900
0.786769000,22.35450400
0.988356000,22.82799700
0.565634000,21.12415100
0.682610000,20.85785500
0.538727000,22.13127100
0.263674000,21.40098600
0.145003000,20.96906100
0.479508000,20.98258600
0.185149000,18.42115600
0.231815000,18.68996200
0.376405000,22.07054300
0.623606000,21.94343600
0.287341000,20.11350800
0.623950000,21.93171300
0.806626000,21.70434600
0.106225000,19.63669600
0.902512000,22.01710700
0.515003000,20.70077100
0.699957000,21.08815400
0.262748000,21.18244900
0.565719000,21.55970400
0.422540000,20.37954700
0.804127000,21.62471400
0.144133000,19.77532000
0.499457000,21.31260300
0.059220000,19.32127400
0.438485000,22.90224300
0.857257000,22.04799500
0.227517000,18.37623800
0.853363000,21.49652100
0.112976000,19.71653000
0.765783000,21.67293200
0.012047000,18.88335400
0.327025000,19.21593300
0.769076000,23.02428400
0.312758000,20.14355900
0.494192000,20.39893700
0.911557000,22.87345300
0.340672000,20.22811700
0.998706000,22.39103700
0.983841000,21.63323800
0.288227000,20.60643800
0.844249000,23.08124200
0.327575000,21.62027500
0.553939000,21.08782400
0.135803000,19.92459900
0.320960000,20.90689700
0.883846000,22.90290800
0.624831000,20.17165900
0.827062000,22.18137200
0.610073000,22.10373900
0.399617000,23.17108200
0.765188000,21.95558700
0.341998000,22.04839900
0.288815000,20.51599500
0.298026000,20.90940300
0.913909000,22.77205300
0.894015000,20.61407900
0.206895000,20.24597700
0.856242000,22.62373400
0.887455000,22.09630400
0.970706000,22.82991400
0.765842000,22.34208500
0.876955000,23.18298500
0.383408000,22.02924700
0.324968000,21.28326600
0.699930000,22.16012200
0.656696000,22.35454400
0.660860000,22.28422000
0.653325000,22.22271900
0.478573000,19.50697700
0.938258000,22.41453200
0.159750000,20.48667500
0.793392000,21.17533700
0.873702000,22.47602100
0.954887000,21.78130500
0.084793000,19.32863200
0.859205000,21.86103600
0.069164000,18.13412100
0.721172000,22.01816900
0.480006000,20.97479100
0.386722000,21.38445900
0.021262000,19.64993500
0.214618000,22.02683100
0.256357000,20.73205800
0.584124000,22.26057200
0.867256000,22.98445100
0.633526000,21.56862400
0.659374000,22.36621100
0.501618000,21.57201600
0.944073000,20.47921400
0.035722000,21.35032500
